machine_id,cycle,timestamp,spindle_speed_rpm,torque_nm,motor_current_a,vibration_x,vibration_y,vibration_z,temperature_c,cutting_force_n,acoustic_emission,tool_wear_percent,tool_age_hours,rul_hours,anomaly_score,failure_probability,health_score,failure,status
CNC-015,145,2025-01-06 20:01:54.660111987,5099.863,69.423,23.124,0.445,0.7618,1.4558,78.811,693.856,43.667,4.733,140.032,825.705,0.34975,0.50959,63.611,0,AT_RISK
CNC-015,146,2025-01-06 20:59:51.312940346,4981.233,71.313,23.58,0.8982,0.8537,0.8048,79.053,720.305,37.122,5.465,140.998,824.739,0.29192,0.4887,64.888,0,AT_RISK
CNC-015,147,2025-01-06 21:57:47.965768704,5153.884,70.102,24.474,0.4864,0.6748,1.2927,76.396,707.597,39.859,4.557,141.963,823.774,0.32945,0.5103,63.627,0,AT_RISK
CNC-015,148,2025-01-06 22:55:44.618597063,5044.388,69.748,21.258,0.8485,0.7001,0.8239,76.686,713.713,38.362,3.741,142.929,822.808,0.29981,0.43879,67.857,0,AT_RISK
CNC-015,149,2025-01-06 23:53:41.271425422,5048.871,67.808,23.55,0.8482,0.6258,0.9677,78.554,679.124,42.31,6.768,143.895,821.842,0.34216,0.50066,64.128,0,AT_RISK
CNC-015,150,2025-01-07 00:51:37.924253780,5021.944,68.736,22.579,0.3766,0.5257,1.0194,77.358,696.302,36.797,3.664,144.861,820.876,0.28415,0.46932,66.244,0,AT_RISK
CNC-015,151,2025-01-07 01:49:34.577082139,5195.386,71.426,22.655,0.7588,1.1173,1.073,77.672,724.797,34.405,4.606,145.826,819.911,0.29209,0.4789,65.324,0,AT_RISK
CNC-015,152,2025-01-07 02:47:31.229910497,4968.814,66.498,23.37,0.7121,0.5853,1.5731,76.699,658.848,36.797,3.723,146.792,818.945,0.35046,0.50541,64.155,0,AT_RISK
CNC-015,153,2025-01-07 03:45:27.882738856,5051.461,64.676,22.436,0.9349,0.5866,1.1414,77.362,642.083,35.889,2.641,147.758,817.979,0.30951,0.46826,66.77,0,AT_RISK
CNC-015,154,2025-01-07 04:43:24.535567214,5091.541,70.509,24.13,0.7873,0.457,1.4142,77.704,712.277,38.646,4.039,148.723,817.013,0.36634,0.51405,63.426,0,AT_RISK
CNC-015,155,2025-01-07 05:41:21.188395573,4955.963,73.438,23.513,0.9061,0.9741,0.7916,79.16,751.613,40.144,5.316,149.689,816.048,0.30042,0.48679,64.827,0,AT_RISK
CNC-015,156,2025-01-07 06:39:17.841223931,5168.853,68.177,22.24,0.758,0.9885,1.0107,77.198,685.998,37.795,4.764,150.655,815.082,0.29134,0.46881,66.114,0,AT_RISK
CNC-015,157,2025-01-07 07:37:14.494052290,5114.186,70.759,23.864,0.7609,0.4857,0.9833,78.532,713.848,37.643,5.183,151.621,814.116,0.32488,0.49803,64.358,0,AT_RISK
CNC-015,158,2025-01-07 08:35:11.146880648,5022.446,66.834,22.537,0.785,0.9137,1.2797,78.561,665.252,44.064,4.206,152.586,813.15,0.35499,0.48896,65.117,0,AT_RISK
CNC-015,159,2025-01-07 09:33:07.799709007,5067.278,66.876,22.309,0.7868,0.8104,0.9891,77.351,681.858,39.534,4.206,153.552,812.185,0.25206,0.46662,66.39,0,AT_RISK
CNC-015,160,2025-01-07 10:31:04.452537365,4990.47,67.666,22.272,0.7908,0.327,0.8078,76.724,680.939,38.951,3.985,154.518,811.219,0.28528,0.45367,67.255,0,AT_RISK
CNC-015,161,2025-01-07 11:29:01.105365724,5098.808,72.334,23.679,0.9942,0.9086,0.9643,77.605,738.087,33.486,4.171,155.484,810.253,0.31183,0.48578,65.055,0,AT_RISK
CNC-015,162,2025-01-07 12:26:57.758194083,5055.732,68.547,22.112,0.7579,0.7563,0.6721,77.191,687.188,37.954,3.978,156.449,809.288,0.24294,0.44664,67.694,0,AT_RISK
CNC-015,163,2025-01-07 13:24:54.411022441,5060.066,70.599,24.267,0.9369,0.5052,1.0138,78.063,701.937,41.042,6.191,157.415,808.322,0.30084,0.50837,63.658,0,AT_RISK
CNC-015,164,2025-01-07 14:22:51.063850800,4948.698,73.617,24.404,0.8866,0.9814,1.1483,75.921,744.321,34.817,5.658,158.381,807.356,0.33044,0.5057,63.507,0,AT_RISK
CNC-015,165,2025-01-07 15:20:47.716679158,5049.82,70.751,21.65,0.9685,0.4957,1.1367,76.753,717.375,32.829,4.12,159.347,806.39,0.30322,0.46165,66.314,0,AT_RISK
CNC-015,166,2025-01-07 16:18:44.369507517,4884.536,69.439,22.44,1.1303,0.9897,1.3806,76.226,705.693,38.285,4.726,160.312,805.425,0.31983,0.4857,64.814,0,AT_RISK
CNC-015,167,2025-01-07 17:16:41.022335875,5063.447,70.017,22.828,0.7161,1.0013,1.0747,77.508,687.751,36.085,5.006,161.278,804.459,0.29824,0.48276,65.278,0,AT_RISK
CNC-015,168,2025-01-07 18:14:37.675164234,4972.221,73.503,24.467,0.7928,0.6265,0.7798,78.854,735.569,34.731,6.817,162.244,803.493,0.32615,0.50598,63.625,0,AT_RISK
CNC-015,169,2025-01-07 19:12:34.327992592,5067.487,68.207,22.952,0.6135,0.9817,1.0091,76.832,670.149,34.659,3.659,163.21,802.527,0.31349,0.472,66.28,0,AT_RISK
CNC-015,170,2025-01-07 20:10:30.980820951,4988.877,71.924,24.138,0.7626,1.4088,1.0165,75.36,722.824,37.16,5.323,164.175,801.562,0.33034,0.49153,64.553,0,AT_RISK
CNC-015,171,2025-01-07 21:08:27.633649309,5011.028,68.217,22.729,0.922,1.0439,1.1243,77.071,678.282,36.514,3.655,165.141,800.596,0.28301,0.4754,65.962,0,AT_RISK
CNC-015,172,2025-01-07 22:06:24.286477668,5030.156,73.362,23.46,1.0331,0.5965,0.9495,77.103,734.468,35.819,4.201,166.107,799.63,0.25169,0.48006,65.378,0,AT_RISK
CNC-015,173,2025-01-07 23:04:20.939306026,4994.061,69.391,22.004,0.7593,0.7635,0.9844,78.637,692.048,44.761,3.998,167.072,798.664,0.3418,0.46617,66.406,0,AT_RISK
CNC-015,174,2025-01-08 00:02:17.592134385,4912.95,65.503,21.793,1.0184,0.86,0.9399,76.51,673.004,37.452,3.586,168.038,797.699,0.29432,0.45051,67.448,0,AT_RISK
CNC-015,175,2025-01-08 01:00:14.244962744,4937.323,67.448,22.095,0.8471,1.0125,1.2368,79.042,677.787,40.891,5.441,169.004,796.733,0.30527,0.48853,64.838,0,AT_RISK
CNC-015,176,2025-01-08 01:58:10.897791102,5008.819,66.872,21.174,0.9899,0.7529,1.3026,77.393,674.962,36.644,5.496,169.97,795.767,0.37656,0.47228,65.624,0,AT_RISK
CNC-015,177,2025-01-08 02:56:07.550619461,5015.766,70.182,22.593,0.7787,0.8576,1.0864,78.653,695.662,39.058,4.786,170.935,794.801,0.28799,0.48349,65.236,0,AT_RISK
CNC-015,178,2025-01-08 03:54:04.203447819,5049.06,71.204,23.775,1.1269,1.2667,1.0209,76.658,716.699,40.169,6.686,171.901,793.836,0.28722,0.49847,63.956,0,AT_RISK
CNC-015,179,2025-01-08 04:52:00.856276178,4922.864,70.782,23.497,0.9992,0.8818,0.9523,74.895,706.034,40.274,4.404,172.867,792.87,0.31879,0.47287,65.871,0,AT_RISK
CNC-015,180,2025-01-08 05:49:57.509104536,5010.591,71.241,22.898,0.7133,0.9084,1.4368,76.55,712.789,39.931,4.85,173.833,791.904,0.35553,0.49691,64.117,0,AT_RISK
CNC-015,181,2025-01-08 06:47:54.161932895,4845.275,65.593,23.346,0.8597,0.9988,0.9418,74.642,656.542,38.428,5.233,174.798,790.939,0.2979,0.47324,66.007,0,AT_RISK
CNC-015,182,2025-01-08 07:45:50.814761253,4998.136,72.73,22.915,1.0986,0.8354,1.1758,76.569,726.304,45.049,6.87,175.764,789.973,0.31488,0.49434,63.947,0,AT_RISK
CNC-015,183,2025-01-08 08:43:47.467589612,4956.51,66.499,22.049,0.676,0.9363,0.7239,75.876,676.351,35.605,4.523,176.73,789.007,0.30519,0.44568,67.648,0,AT_RISK
CNC-015,184,2025-01-08 09:41:44.120417970,5034.923,69.645,21.643,0.7305,0.9771,1.4609,75.56,716.835,41.847,5.311,177.696,788.041,0.33886,0.47846,64.927,0,AT_RISK
CNC-015,185,2025-01-08 10:39:40.773246329,4953.904,68.857,24.324,1.2798,0.9824,0.6545,77.439,699.152,40.167,5.442,178.661,787.076,0.33411,0.48535,65.308,0,AT_RISK
CNC-015,186,2025-01-08 11:37:37.426074687,4941.097,72.101,22.296,0.6756,0.5163,1.1006,78.717,726.807,38.821,4.07,179.627,786.11,0.30978,0.47671,65.526,0,AT_RISK
CNC-015,187,2025-01-08 12:35:34.078903046,5066.942,64.561,23.623,0.9965,0.9628,0.7858,76.36,636.187,33.112,3.902,180.593,785.144,0.30322,0.46992,66.729,0,AT_RISK
CNC-015,188,2025-01-08 13:33:30.731731405,5082.246,69.903,22.744,0.8519,0.8298,0.9391,77.329,699.797,42.45,5.367,181.559,784.178,0.30691,0.47596,65.583,0,AT_RISK
CNC-015,189,2025-01-08 14:31:27.384559763,4957.31,73.76,22.888,1.019,1.1769,0.936,77.055,734.347,33.516,7.383,182.524,783.213,0.30032,0.48665,64.381,0,AT_RISK
CNC-015,190,2025-01-08 15:29:24.037388122,4998.19,65.415,22.379,1.1567,1.1081,0.8574,76.081,655.035,37.889,7.043,183.49,782.247,0.25819,0.46996,65.89,0,AT_RISK
CNC-015,191,2025-01-08 16:27:20.690216480,5057.392,66.906,22.186,0.8408,0.8916,1.0098,74.294,667.718,34.815,5.401,184.456,781.281,0.28163,0.4595,66.559,0,AT_RISK
CNC-015,192,2025-01-08 17:25:17.343044839,4990.057,67.151,23.362,1.1686,0.8735,1.3918,75.146,653.195,38.416,4.388,185.421,780.315,0.32054,0.49342,64.804,0,AT_RISK
CNC-015,193,2025-01-08 18:23:13.995873197,5019.875,71.438,22.401,0.8588,1.1392,0.7754,78.87,735.825,43.489,5.737,186.387,779.35,0.32476,0.47105,65.672,0,AT_RISK
CNC-015,194,2025-01-08 19:21:10.648701556,4977.42,64.882,20.75,1.0419,0.779,0.9474,75.277,652.771,36.604,4.524,187.353,778.384,0.28252,0.43584,68.134,0,AT_RISK
CNC-015,195,2025-01-08 20:19:07.301529914,4856.75,68.982,21.844,1.0671,0.8324,0.985,76.577,685.161,37.483,5.666,188.319,777.418,0.33803,0.46385,66.204,0,AT_RISK
CNC-015,196,2025-01-08 21:17:03.954358273,4892.575,70.989,22.737,1.279,1.1963,0.8709,75.979,703.699,39.419,3.45,189.284,776.452,0.29496,0.45775,66.949,0,AT_RISK
CNC-015,197,2025-01-08 22:15:00.607186631,5018.811,70.467,24.753,1.0083,1.1382,0.7396,75.74,717.225,37.008,5.484,190.25,775.487,0.31965,0.48903,64.907,0,AT_RISK
CNC-015,198,2025-01-08 23:12:57.260014990,4992.574,70.508,22.922,1.0048,1.0679,0.7826,77.232,719.676,35.565,4.879,191.216,774.521,0.34463,0.46805,66.091,0,AT_RISK
CNC-015,199,2025-01-09 00:10:53.912843348,4921.254,65.39,21.137,0.9627,0.9466,1.2529,76.074,661.628,39.901,4.574,192.182,773.555,0.31329,0.45954,66.595,0,AT_RISK
CNC-015,200,2025-01-09 01:08:50.565671707,4879.613,71.091,23.424,0.5656,0.8425,1.0309,76.673,721.213,39.356,6.193,193.147,772.59,0.3227,0.49158,64.38,0,AT_RISK
CNC-015,201,2025-01-09 02:06:47.218500066,4894.939,67.252,23.378,0.9858,1.3421,1.3592,78.82,686.627,38.245,8.674,194.113,771.624,0.3455,0.52783,61.961,0,AT_RISK
CNC-015,202,2025-01-09 03:04:43.871328424,4967.859,70.368,22.963,1.2796,0.8077,0.7813,79.278,715.839,37.33,5.209,195.079,770.658,0.28785,0.4784,65.528,0,AT_RISK
CNC-015,203,2025-01-09 04:02:40.524156783,4937.101,67.92,21.901,1.0807,1.1003,0.7706,77.028,694.978,36.165,5.089,196.045,769.692,0.28265,0.45319,66.99,0,AT_RISK
CNC-015,204,2025-01-09 05:00:37.176985141,4979.164,67.948,21.609,0.8249,0.8488,1.2343,77.313,676.017,36.486,4.554,197.01,768.727,0.31903,0.4702,65.975,0,AT_RISK
CNC-015,205,2025-01-09 05:58:33.829813500,5187.972,68.592,23.587,0.7463,1.1149,0.9804,75.492,689.871,37.322,4.482,197.976,767.761,0.32316,0.47829,65.661,0,AT_RISK
CNC-015,206,2025-01-09 06:56:30.482641858,4971.515,67.022,23.306,0.7927,1.1084,0.7589,78.022,670.628,39.913,5.716,198.942,766.795,0.31594,0.47963,65.657,0,AT_RISK
CNC-015,207,2025-01-09 07:54:27.135470217,4768.6,69.559,22.308,0.9693,0.9726,1.0709,76.641,701.566,41.298,5.901,199.908,765.829,0.31806,0.47606,65.345,0,AT_RISK
CNC-015,208,2025-01-09 08:52:23.788298575,5003.625,65.747,21.731,1.0854,1.307,1.1013,78.09,657.407,37.472,8.067,200.873,764.864,0.27607,0.48575,64.665,0,AT_RISK
CNC-015,209,2025-01-09 09:50:20.441126934,5027.258,68.555,22.356,1.358,1.28,1.1233,74.834,692.183,40.221,6.689,201.839,763.898,0.2864,0.47593,65.19,0,AT_RISK
CNC-015,210,2025-01-09 10:48:17.093955292,4977.696,69.737,22.676,0.8471,0.9243,0.606,76.902,707.382,37.909,5.668,202.805,762.932,0.29159,0.45846,66.642,0,AT_RISK
CNC-015,211,2025-01-09 11:46:13.746783651,4864.413,69.049,23.736,1.2629,0.9246,1.0382,77.984,709.065,35.022,5.369,203.77,761.966,0.35066,0.49762,64.323,0,AT_RISK
CNC-015,212,2025-01-09 12:44:10.399612009,4874.894,69.345,22.738,0.9094,0.9913,0.7487,77.599,705.242,37.459,9.306,204.736,761.001,0.28718,0.48694,64.306,0,AT_RISK
CNC-015,213,2025-01-09 13:42:07.052440368,4955.532,65.771,24.918,0.9615,0.8871,0.9802,79.104,657.228,36.578,5.71,205.702,760.035,0.30643,0.51782,63.593,0,AT_RISK
CNC-015,214,2025-01-09 14:40:03.705268726,4853.813,66.298,23.477,1.4377,1.3129,0.7601,76.035,661.885,38.976,7.824,206.668,759.069,0.31052,0.48449,65.002,0,AT_RISK
CNC-015,215,2025-01-09 15:38:00.358097085,5053.213,66.944,22.604,1.2157,0.8702,0.7143,76.197,678.083,33.762,4.5,207.633,758.103,0.29119,0.45422,67.206,0,AT_RISK
CNC-015,216,2025-01-09 16:35:57.010925444,4807.723,70.145,22.066,1.037,0.9995,0.8461,78.002,700.424,39.339,4.9,208.599,757.138,0.34576,0.46217,66.476,0,AT_RISK
CNC-015,217,2025-01-09 17:33:53.663753802,4771.288,68.075,21.947,1.2726,1.2064,0.9135,75.997,685.359,39.222,7.574,209.565,756.172,0.3124,0.46882,65.596,0,AT_RISK
CNC-015,218,2025-01-09 18:31:50.316582161,4714.011,65.206,22.049,1.1005,1.1906,0.9205,76.081,667.267,40.505,7.821,210.531,755.206,0.34141,0.47217,65.483,0,AT_RISK
CNC-015,219,2025-01-09 19:29:46.969410519,4930.613,64.104,24.14,1.205,1.0559,1.0999,75.799,647.78,36.165,5.924,211.496,754.241,0.37397,0.50037,64.393,0,AT_RISK
CNC-015,220,2025-01-09 20:27:43.622238878,4979.93,68.362,23.492,1.4428,1.0689,1.0337,76.886,683.842,36.546,8.683,212.462,753.275,0.35318,0.50577,63.364,0,AT_RISK
CNC-015,221,2025-01-09 21:25:40.275067236,4929.943,71.175,23.492,1.3281,1.2221,1.0861,75.598,721.342,44.343,6.957,213.428,752.309,0.3338,0.4947,64.003,0,AT_RISK
CNC-015,222,2025-01-09 22:23:36.927895595,4972.706,68.021,23.08,1.5307,1.4047,0.7911,76.032,680.05,36.66,8.885,214.394,751.343,0.28041,0.48555,64.582,0,AT_RISK
CNC-015,223,2025-01-09 23:21:33.580723953,4881.597,68.055,24.535,1.5438,1.1733,1.1545,75.215,677.758,35.273,7.496,215.359,750.378,0.34979,0.51405,63.109,0,AT_RISK
CNC-015,224,2025-01-10 00:19:30.233552312,4844.6,70.179,22.468,1.2444,1.2135,0.7576,76.968,703.566,38.789,5.879,216.325,749.412,0.27255,0.46422,66.204,0,AT_RISK
CNC-015,225,2025-01-10 01:17:26.886380670,4826.319,70.709,22.919,0.9667,1.4961,1.0046,75.935,723.781,37.871,7.88,217.291,748.446,0.30669,0.48841,64.19,0,AT_RISK
CNC-015,226,2025-01-10 02:15:23.539209029,4924.064,70.191,23.728,1.5994,1.1418,1.1152,77.057,706.088,37.02,7.475,218.257,747.48,0.31029,0.50791,63.298,0,AT_RISK
CNC-015,227,2025-01-10 03:13:20.192037387,4923.756,65.893,23.036,1.1903,0.9112,1.1311,74.723,667.699,38.166,8.664,219.222,746.515,0.33579,0.49527,63.923,0,AT_RISK
CNC-015,228,2025-01-10 04:11:16.844865746,4838.956,70.234,22.904,1.2975,0.9026,0.916,78.174,720.034,41.631,4.793,220.188,745.549,0.31568,0.47768,65.508,0,AT_RISK
CNC-015,229,2025-01-10 05:09:13.497694105,4761.655,66.707,23.411,1.0053,0.9997,0.662,76.091,666.402,36.144,6.772,221.154,744.583,0.3284,0.47381,65.826,0,AT_RISK
CNC-015,230,2025-01-10 06:07:10.150522463,4965.057,68.449,22.996,1.193,1.1968,1.0056,76.691,685.749,34.286,7.065,222.119,743.617,0.32465,0.48858,64.605,0,AT_RISK
CNC-015,231,2025-01-10 07:05:06.803350822,4815.52,67.576,23.219,1.2485,1.2221,1.3237,76.404,701.655,37.811,7.926,223.085,742.652,0.36374,0.51046,62.93,0,AT_RISK
CNC-015,232,2025-01-10 08:03:03.456179180,4844.706,63.76,22.662,1.5304,1.2742,0.8228,75.316,647.893,37.188,6.94,224.051,741.686,0.2918,0.46874,66.041,0,AT_RISK
CNC-015,233,2025-01-10 09:01:00.109007539,4786.887,68.147,23.258,1.2662,1.0836,0.6972,75.425,677.936,40.284,8.167,225.017,740.72,0.2936,0.47752,65.232,0,AT_RISK
CNC-015,234,2025-01-10 09:58:56.761835897,4821.766,68.635,23.995,1.3676,1.0671,0.8262,74.729,700.104,41.387,5.087,225.982,739.754,0.3027,0.47647,65.678,0,AT_RISK
CNC-015,235,2025-01-10 10:56:53.414664256,4822.104,68.394,23.007,1.3286,1.2305,0.6962,76.707,678.71,39.208,8.594,226.948,738.789,0.25853,0.48112,64.964,0,AT_RISK
CNC-015,236,2025-01-10 11:54:50.067492614,5040.33,72.514,24.195,1.3037,1.1245,1.3223,77.913,734.626,34.169,9.392,227.914,737.823,0.37947,0.53753,61.014,0,AT_RISK
CNC-015,237,2025-01-10 12:52:46.720320973,4766.247,73.077,23.765,1.5663,1.0661,0.8869,74.026,731.158,40.384,7.26,228.88,736.857,0.27573,0.48399,64.576,0,AT_RISK
CNC-015,238,2025-01-10 13:50:43.373149331,4956.314,69.881,23.135,1.4191,1.1475,0.997,74.446,698.858,41.57,8.184,229.845,735.892,0.32277,0.48663,64.373,0,AT_RISK
CNC-015,239,2025-01-10 14:48:40.025977690,4768.864,66.988,23.204,1.4961,1.2334,0.8624,74.347,670.426,40.503,10.632,230.811,734.926,0.30794,0.49262,63.84,0,AT_RISK
CNC-015,240,2025-01-10 15:46:36.678806048,4935.292,64.598,22.492,1.1763,1.2147,1.2202,75.255,661.907,43.625,8.518,231.777,733.96,0.33316,0.49329,64.029,0,AT_RISK
CNC-015,241,2025-01-10 16:44:33.331634407,4933.072,69.4,23.58,1.3095,1.2425,0.7649,75.878,703.364,38.826,8.812,232.743,732.994,0.36598,0.49042,64.212,0,AT_RISK
CNC-015,242,2025-01-10 17:42:29.984462765,4951.788,68.33,20.88,1.3863,1.2457,0.8487,76.385,693.384,44.856,9.866,233.708,732.029,0.27533,0.46324,65.411,0,AT_RISK
CNC-015,243,2025-01-10 18:40:26.637291124,5065.035,68.707,22.159,1.3394,1.2666,1.0657,76.034,687.895,41.149,10.302,234.674,731.063,0.36227,0.49283,63.64,0,AT_RISK
CNC-015,244,2025-01-10 19:38:23.290119483,4870.712,68.527,23.76,1.608,1.4835,0.7886,75.215,689.787,44.381,6.85,235.64,730.097,0.3418,0.48187,65.13,0,AT_RISK
CNC-015,245,2025-01-10 20:36:19.942947841,4855.997,66.439,22.771,1.4054,1.0509,1.3172,77.724,683.118,38.565,7.846,236.606,729.131,0.38482,0.50865,63.178,0,AT_RISK
CNC-015,246,2025-01-10 21:34:16.595776200,4977.218,66.925,22.746,1.3398,1.0052,0.941,75.495,674.807,37.679,9.152,237.571,728.166,0.30095,0.48728,64.348,0,AT_RISK
CNC-015,247,2025-01-10 22:32:13.248604558,4899.527,65.333,23.057,1.5508,1.2942,1.608,75.655,657.483,42.053,10.168,238.537,727.2,0.32452,0.53007,61.496,0,AT_RISK
CNC-015,248,2025-01-10 23:30:09.901432917,4824.113,68.962,22.884,1.5998,1.1385,1.127,74.812,688.883,40.5,8.337,239.503,726.234,0.3155,0.49164,64.046,0,AT_RISK
CNC-015,249,2025-01-11 00:28:06.554261275,4972.683,67.788,22.989,1.3628,1.1467,0.9373,78.487,691.738,41.499,8.728,240.468,725.268,0.318,0.50051,63.668,0,AT_RISK
CNC-015,250,2025-01-11 01:26:03.207089634,4954.762,67.228,24.569,1.7804,1.2796,1.3983,77.916,672.869,36.856,11.163,241.434,724.303,0.36375,0.55515,60.066,0,AT_RISK
CNC-015,251,2025-01-11 02:23:59.859917992,4737.105,66.288,22.292,1.3063,1.2601,1.4254,76.683,680.849,41.899,8.272,242.4,723.337,0.34034,0.50503,63.198,0,AT_RISK
CNC-015,252,2025-01-11 03:21:56.512746351,4885.894,69.494,23.607,1.4054,1.0796,0.8457,75.142,696.8,37.898,9.915,243.366,722.371,0.35468,0.49724,63.599,0,AT_RISK
CNC-015,253,2025-01-11 04:19:53.165574709,5008.414,68.862,22.456,1.4917,1.254,1.3794,78.055,686.199,43.25,10.476,244.331,721.405,0.36642,0.52144,61.897,0,AT_RISK
CNC-015,254,2025-01-11 05:17:49.818403068,4936.066,64.405,23.367,1.6008,1.3287,1.3688,75.41,644.792,41.399,11.021,245.297,720.44,0.32055,0.52598,61.799,0,AT_RISK
CNC-015,255,2025-01-11 06:15:46.471231426,4938.638,68.046,22.116,1.4907,1.2662,1.0918,76.651,700.585,39.479,9.427,246.263,719.474,0.29279,0.49168,63.786,0,AT_RISK
CNC-015,256,2025-01-11 07:13:43.124059785,4801.984,68.345,24.296,1.4173,1.0501,1.5215,75.496,702.156,37.088,9.512,247.229,718.508,0.39931,0.53962,60.911,0,AT_RISK
CNC-015,257,2025-01-11 08:11:39.776888144,4931.796,73.322,24.336,1.3782,1.4045,0.6299,76.48,734.958,37.677,8.629,248.194,717.543,0.31507,0.4961,63.861,0,AT_RISK
CNC-015,258,2025-01-11 09:09:36.429716502,4925.164,67.581,23.335,1.2385,1.2725,1.375,75.045,690.745,37.045,9.889,249.16,716.577,0.39145,0.51881,62.103,0,AT_RISK
CNC-015,259,2025-01-11 10:07:33.082544861,4852.474,70.809,24.182,1.3684,1.4602,1.3169,75.216,717.808,42.207,11.986,250.126,715.611,0.31322,0.53897,60.485,0,AT_RISK
CNC-015,260,2025-01-11 11:05:29.735373219,4873.45,68.907,24.517,1.2562,1.4086,1.0649,75.472,694.207,43.404,10.154,251.092,714.645,0.36717,0.52348,62.03,0,AT_RISK
CNC-015,261,2025-01-11 12:03:26.388201578,4821.582,67.111,23.856,1.4795,1.2727,1.1553,77.349,692.193,35.567,10.157,252.057,713.68,0.30103,0.52601,61.857,0,AT_RISK
CNC-015,262,2025-01-11 13:01:23.041029936,4833.123,68.342,22.18,1.3271,1.3287,1.3235,75.996,691.17,39.255,10.054,253.023,712.714,0.34313,0.50441,62.865,0,AT_RISK
CNC-015,263,2025-01-11 13:59:19.693858295,4885.94,66.033,22.93,1.5578,1.2807,0.9453,72.786,662.088,37.849,9.115,253.989,711.748,0.32636,0.47907,64.836,0,AT_RISK
CNC-015,264,2025-01-11 14:57:16.346686653,4960.191,69.94,22.685,1.392,1.3813,0.9518,75.737,706.99,34.983,11.996,254.955,710.782,0.32144,0.50188,62.778,0,AT_RISK
CNC-015,265,2025-01-11 15:55:12.999515012,4789.556,67.513,24.282,1.5082,1.2885,1.4126,77.508,677.154,41.968,11.465,255.92,709.817,0.35221,0.55164,60.144,0,AT_RISK
CNC-015,266,2025-01-11 16:53:09.652343371,4837.443,67.846,22.56,1.644,1.2081,1.5088,77.59,687.98,43.894,8.53,256.886,708.851,0.36314,0.51786,62.373,0,AT_RISK
CNC-015,267,2025-01-11 17:51:06.305171729,5000.031,66.328,24.285,1.2859,1.4196,1.2356,73.435,671.254,40.853,10.646,257.852,707.885,0.34091,0.52277,61.959,0,AT_RISK
CNC-015,268,2025-01-11 18:49:02.958000088,4898.818,72.217,22.283,1.613,1.8177,1.1836,75.612,732.613,39.783,11.632,258.817,706.919,0.29045,0.50523,62.33,0,AT_RISK
CNC-015,269,2025-01-11 19:46:59.610828446,4908.428,65.967,24.923,1.5606,1.5057,1.3763,77.415,678.457,44.487,9.666,259.783,705.954,0.37789,0.54983,60.633,0,AT_RISK
CNC-015,270,2025-01-11 20:44:56.263656805,4911.85,65.521,23.402,1.3939,1.5264,1.0553,76.394,682.115,40.783,11.418,260.749,704.988,0.34144,0.517,62.198,0,AT_RISK
CNC-015,271,2025-01-11 21:42:52.916485163,4884.613,69.327,24.132,1.4438,1.4286,1.2216,75.357,712.179,37.638,11.985,261.715,704.022,0.31894,0.53416,60.85,0,AT_RISK
CNC-015,272,2025-01-11 22:40:49.569313522,4889.5,69.202,24.754,1.7418,1.7197,1.1,74.048,701.103,40.049,11.623,262.68,703.056,0.34446,0.53007,61.294,0,AT_RISK
CNC-015,273,2025-01-11 23:38:46.222141880,4795.178,73.193,24.392,1.4,1.5336,1.2509,75.322,745.689,43.988,12.41,263.646,702.091,0.3122,0.54123,60.151,0,AT_RISK
CNC-015,274,2025-01-12 00:36:42.874970239,4778.448,64.167,23.77,1.554,1.0637,1.4404,76.054,646.457,38.983,12.143,264.612,701.125,0.33502,0.54325,60.604,0,AT_RISK
CNC-015,275,2025-01-12 01:34:39.527798597,4838.411,68.02,23.336,1.378,1.5079,1.2255,77.644,682.778,41.945,10.163,265.578,700.159,0.33875,0.52327,62.007,0,AT_RISK
CNC-015,276,2025-01-12 02:32:36.180626956,4888.427,69.073,23.542,1.5645,1.6057,1.0294,77.488,695.157,37.13,10.165,266.543,699.194,0.32855,0.51597,62.459,0,AT_RISK
CNC-015,277,2025-01-12 03:30:32.833455314,4819.73,64.583,22.28,1.4924,1.2411,1.292,77.073,652.526,37.273,10.413,267.509,698.228,0.35211,0.51039,62.765,0,AT_RISK
CNC-015,278,2025-01-12 04:28:29.486283673,4839.061,66.747,23.126,1.5206,1.1821,1.2367,75.144,680.193,40.944,10.593,268.475,697.262,0.33794,0.51289,62.442,0,AT_RISK
CNC-015,279,2025-01-12 05:26:26.139112031,4845.236,70.112,23.455,1.1701,1.1698,1.2308,76.082,702.157,41.79,11.702,269.441,696.296,0.33,0.5265,61.373,0,AT_RISK
CNC-015,280,2025-01-12 06:24:22.791940390,4695.103,69.26,21.585,1.8545,1.4424,1.1767,76.167,698.01,40.08,12.569,270.406,695.331,0.30834,0.50175,62.551,0,AT_RISK
CNC-015,281,2025-01-12 07:22:19.444768749,4777.684,66.629,24.041,1.2251,1.2946,0.9175,74.222,678.067,42.174,8.706,271.372,694.365,0.31651,0.49732,63.903,0,AT_RISK
CNC-015,282,2025-01-12 08:20:16.097597107,4921.394,66.931,22.979,1.6098,1.3174,0.9837,75.547,667.439,46.432,9.707,272.338,693.399,0.31831,0.49564,63.811,0,AT_RISK
CNC-015,283,2025-01-12 09:18:12.750425465,4714.079,67.113,23.647,1.5709,1.5876,1.3131,77.523,672.952,41.573,14.605,273.304,692.433,0.35853,0.55315,59.515,0,AT_RISK
